percentageBetter
3710	3634	0.5544474393530997	0.5894878706199461	76	4009.118297815323
3710	3710	0.5714285714285714	0.5714285714285714	0	45.30943322181702
3710	3653	0.5555256064690027	0.5900269541778975	57	2901.7605786323547
3710	3710	0.567654986522911	0.567654986522911	0	44.3923864364624
3710	3621	0.5191374663072776	0.5902964959568733	89	4683.641804456711
3710	3710	0.5493261455525607	0.5493261455525607	0	44.860735177993774
3710	3710	0.5547169811320755	0.5547169811320755	0	45.3457088470459
3710	3710	0.561455525606469	0.561455525606469	0	43.60875487327576
3710	3710	0.5716981132075472	0.5716981132075472	0	44.547744274139404
3710	3710	0.58544474393531	0.58544474393531	0	45.28460741043091

firstBetter
3710	3075	0.5202156334231806	0.601078167115903	635	9240.232781648636
3710	3710	0.5455525606469003	0.5455525606469003	0	219.29892325401306
3710	2361	0.5331536388140161	0.5975741239892183	1349	26627.2879383564
3710	3710	0.5703504043126685	0.5703504043126685	0	223.12773299217224
3710	3151	0.5700808625336927	0.6002695417789757	559	6988.665864467621
3710	3710	0.5878706199460917	0.5878706199460917	0	222.55345273017883
3710	3466	0.577088948787062	0.5986522911051213	244	4773.563622236252
3710	2776	0.5417789757412399	0.601078167115903	934	25092.47187423706
3710	3710	0.5528301886792453	0.5528301886792453	0	219.96734857559204
3710	3710	0.577088948787062	0.577088948787062	0	223.43570351600647
