percentageBetter
0,0.0,0.802682876587,0
0,0.0,0.702342033386,0
16,0.0275862068966,14.185642004,16
34,0.0551724137931,14.9303848743,34
0,0.0,0.717581033707,0
27,0.0344827586207,14.845386982,27
0,0.0,0.744218826294,0
0,0.0,0.738420009613,0
42,0.0620689655172,19.7181019783,42
0,0.0,0.71300983429,0

firstBetter
77,0.0413793103448,33.3455929756,77
87,0.0413793103448,25.6387648582,87
0,0.0,3.40295410156,0
85,0.0344827586207,29.0620920658,85
77,0.0344827586207,36.6564671993,77
98,0.0344827586207,20.6171870232,98
73,0.0206896551724,20.8619670868,73
0,0.0,2.64065814018,0
97,0.0413793103448,26.1130709648,97
114,0.0275862068966,19.7080249786,114
